98.0,95.0,117.0,109.0,1257.0,5.0,
92.0,93.0,108.0,121.0,1615.0,6.0,
98.0,95.0,117.0,109.0,1257.0,5.0,
122.0,112.0,139.0,121.0,973.0,4.0,
122.0,112.0,139.0,121.0,973.0,4.0,
146.0,123.0,187.0,120.0,1173.0,5.0,
146.0,123.0,187.0,120.0,1173.0,5.0,
192.0,120.0,234.0,124.0,1072.0,5.0,
192.0,120.0,234.0,124.0,1072.0,5.0,
240.0,124.0,255.0,120.0,660.0,4.0,
240.0,124.0,255.0,120.0,660.0,4.0,
260.0,120.0,295.0,122.0,755.0,5.0,
260.0,120.0,295.0,122.0,755.0,5.0,
300.0,121.0,336.0,126.0,1258.0,5.0,
284.0,100.0,295.0,118.0,1188.0,4.0,
299.0,124.0,315.0,148.0,1067.0,5.0,
300.0,121.0,336.0,126.0,1258.0,5.0,
341.0,127.0,364.0,135.0,1075.0,4.0,
341.0,127.0,364.0,135.0,1075.0,4.0,
371.0,139.0,395.0,144.0,570.0,5.0,
391.0,114.0,369.0,136.0,1166.0,4.0,
366.0,140.0,351.0,151.0,966.0,5.0,
371.0,139.0,395.0,144.0,570.0,5.0,
400.0,143.0,447.0,136.0,1141.0,5.0,
400.0,143.0,447.0,136.0,1141.0,5.0,
447.0,139.0,438.0,160.0,1129.0,5.0,
447.0,139.0,438.0,160.0,1129.0,5.0,
435.0,164.0,422.0,183.0,959.0,5.0,
435.0,164.0,422.0,183.0,959.0,5.0,
420.0,188.0,415.0,206.0,645.0,4.0,
420.0,188.0,415.0,206.0,645.0,4.0,
413.0,211.0,410.0,220.0,884.0,4.0,
398.0,202.0,411.0,208.0,679.0,3.0,
418.0,210.0,449.0,220.0,815.0,4.0,
413.0,211.0,410.0,220.0,884.0,4.0,
408.0,224.0,399.0,244.0,910.0,5.0,
408.0,224.0,399.0,244.0,910.0,5.0,
397.0,249.0,392.0,273.0,1062.0,5.0,
395.0,245.0,375.0,238.0,498.0,3.0,
411.0,269.0,399.0,248.0,1296.0,5.0,
397.0,249.0,392.0,273.0,1062.0,5.0,
392.0,280.0,390.0,288.0,633.0,4.0,
396.0,276.0,407.0,272.0,866.0,2.0,
372.0,278.0,388.0,277.0,698.0,2.0,
392.0,280.0,390.0,288.0,633.0,4.0,
388.0,294.0,386.0,320.0,1033.0,5.0,
388.0,294.0,386.0,320.0,1033.0,5.0,
385.0,323.0,387.0,330.0,758.0,4.0,
383.0,323.0,333.0,323.0,1031.0,6.0,
415.0,323.0,387.0,322.0,942.0,4.0,
385.0,323.0,387.0,330.0,758.0,4.0,
369.0,332.0,385.0,332.0,633.0,4.0,
389.0,332.0,414.0,349.0,968.0,5.0,
319.0,237.0,315.0,252.0,634.0,4.0,
318.0,236.0,298.0,235.0,757.0,4.0,
347.0,238.0,322.0,236.0,474.0,4.0,
319.0,237.0,315.0,252.0,634.0,4.0,
314.0,256.0,311.0,266.0,456.0,3.0,
292.0,252.0,311.0,254.0,447.0,4.0,
316.0,256.0,328.0,256.0,387.0,5.0,
314.0,256.0,311.0,266.0,456.0,3.0,
311.0,271.0,308.0,277.0,292.0,3.0,
311.0,271.0,308.0,277.0,292.0,3.0,
307.0,280.0,303.0,291.0,564.0,4.0,
285.0,278.0,305.0,278.0,458.0,2.0,
311.0,280.0,322.0,280.0,445.0,2.0,
307.0,280.0,303.0,291.0,564.0,4.0,
302.0,295.0,300.0,311.0,761.0,3.0,
302.0,295.0,300.0,311.0,761.0,3.0,
303.0,314.0,330.0,323.0,1143.0,4.0,
383.0,323.0,333.0,323.0,1031.0,6.0,
303.0,314.0,330.0,323.0,1143.0,4.0,
334.0,323.0,364.0,330.0,843.0,3.0,
328.0,323.0,299.0,326.0,1000.0,5.0,
333.0,308.0,331.0,320.0,642.0,5.0,
329.0,327.0,326.0,340.0,774.0,6.0,
369.0,332.0,385.0,332.0,633.0,4.0,
334.0,323.0,364.0,330.0,843.0,3.0,
389.0,332.0,414.0,349.0,968.0,5.0,
417.0,352.0,419.0,373.0,993.0,4.0,
417.0,352.0,419.0,373.0,993.0,4.0,
421.0,376.0,427.0,392.0,910.0,5.0,
421.0,376.0,427.0,392.0,910.0,5.0,
427.0,396.0,434.0,409.0,534.0,4.0,
427.0,396.0,434.0,409.0,534.0,4.0,
435.0,414.0,430.0,427.0,789.0,4.0,
435.0,414.0,430.0,427.0,789.0,4.0,
429.0,432.0,449.0,453.0,1738.0,7.0,
429.0,432.0,449.0,453.0,1738.0,7.0,
453.0,456.0,500.0,448.0,732.0,4.0,
386.0,448.0,451.0,455.0,1922.0,6.0,
452.0,454.0,439.0,489.0,1671.0,6.0,
453.0,456.0,500.0,448.0,732.0,4.0,
505.0,449.0,528.0,456.0,717.0,5.0,
505.0,449.0,528.0,456.0,717.0,5.0,
533.0,458.0,564.0,468.0,1135.0,5.0,
533.0,458.0,564.0,468.0,1135.0,5.0,
570.0,468.0,607.0,478.0,1137.0,5.0,
570.0,468.0,607.0,478.0,1137.0,5.0,
135.0,403.0,165.0,409.0,651.0,6.0,
136.0,384.0,135.0,402.0,788.0,5.0,
132.0,407.0,127.0,433.0,1476.0,6.0,
135.0,403.0,165.0,409.0,651.0,6.0,
167.0,411.0,192.0,412.0,725.0,4.0,
167.0,411.0,192.0,412.0,725.0,4.0,
192.0,414.0,221.0,420.0,450.0,4.0,
192.0,414.0,221.0,420.0,450.0,4.0,
217.0,419.0,252.0,428.0,563.0,5.0,
240.0,399.0,220.0,416.0,794.0,4.0,
217.0,419.0,199.0,440.0,1153.0,5.0,
217.0,419.0,252.0,428.0,563.0,5.0,
252.0,428.0,271.0,437.0,1280.0,4.0,
252.0,428.0,271.0,437.0,1280.0,4.0,
272.0,439.0,302.0,440.0,895.0,4.0,
272.0,439.0,302.0,440.0,895.0,4.0,
302.0,439.0,385.0,451.0,1805.0,7.0,
308.0,424.0,304.0,436.0,748.0,6.0,
300.0,443.0,294.0,456.0,838.0,6.0,
386.0,448.0,451.0,455.0,1922.0,6.0,
302.0,439.0,385.0,451.0,1805.0,7.0,
452.0,454.0,439.0,489.0,1671.0,6.0,
436.0,492.0,437.0,509.0,990.0,4.0,
436.0,492.0,437.0,509.0,990.0,4.0,
437.0,509.0,461.0,525.0,1060.0,4.0,
437.0,509.0,461.0,525.0,1060.0,4.0,
462.0,524.0,495.0,529.0,906.0,5.0,
462.0,524.0,495.0,529.0,906.0,5.0,
493.0,528.0,530.0,534.0,1111.0,4.0,
493.0,528.0,530.0,534.0,1111.0,4.0,
531.0,534.0,554.0,548.0,1545.0,4.0,
531.0,534.0,554.0,548.0,1545.0,4.0,
555.0,548.0,594.0,549.0,490.0,4.0,
555.0,548.0,594.0,549.0,490.0,4.0,
595.0,548.0,626.0,555.0,1360.0,4.0,
595.0,548.0,626.0,555.0,1360.0,4.0,
627.0,555.0,659.0,556.0,1276.0,3.0,
627.0,555.0,659.0,556.0,1276.0,3.0,
659.0,560.0,691.0,562.0,1115.0,3.0,
659.0,560.0,691.0,562.0,1115.0,3.0,
691.0,562.0,708.0,585.0,1298.0,4.0,
691.0,562.0,708.0,585.0,1298.0,4.0,
296.0,232.0,272.0,229.0,521.0,4.0,
318.0,236.0,298.0,235.0,757.0,4.0,
296.0,232.0,272.0,229.0,521.0,4.0,
295.0,237.0,291.0,249.0,702.0,4.0,
299.0,211.0,296.0,231.0,1042.0,5.0,
347.0,238.0,322.0,236.0,474.0,4.0,
373.0,237.0,350.0,238.0,611.0,4.0,
395.0,245.0,375.0,238.0,498.0,3.0,
373.0,237.0,350.0,238.0,611.0,4.0,
411.0,269.0,399.0,248.0,1296.0,5.0,
396.0,276.0,407.0,272.0,866.0,2.0,
415.0,271.0,430.0,278.0,478.0,4.0,
459.0,253.0,411.0,270.0,907.0,6.0,
415.0,271.0,430.0,278.0,478.0,4.0,
437.0,280.0,456.0,288.0,703.0,3.0,
437.0,280.0,456.0,288.0,703.0,3.0,
463.0,288.0,478.0,294.0,595.0,4.0,
463.0,288.0,478.0,294.0,595.0,4.0,
484.0,298.0,503.0,304.0,611.0,3.0,
484.0,298.0,503.0,304.0,611.0,3.0,
509.0,308.0,532.0,314.0,762.0,3.0,
509.0,308.0,532.0,314.0,762.0,3.0,
539.0,317.0,567.0,308.0,1320.0,3.0,
539.0,317.0,567.0,308.0,1320.0,3.0,
